'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:56.680',-70.224,1294.514,-34.623,10.831,17.555,3.150,-9.530,3.583,3.080,-9.536,3.480,-0.260,0.142,-0.848,36.708
'0:56.684',-123.606,1317.221,-33.862,12.323,16.246,3.174,-9.591,3.582,3.194,-9.652,3.598,-0.267,0.133,-0.887,36.712
'0:56.688',-131.165,1307.686,-33.092,13.761,15.041,3.186,-9.639,3.593,3.194,-9.652,3.598,-0.274,0.135,-0.871,36.715
'0:56.691',-107.168,1353.100,-32.433,14.817,13.910,3.172,-9.724,3.555,3.118,-9.808,3.518,-0.249,0.130,-0.881,36.719
'0:56.695',-89.921,1309.875,-31.749,16.063,12.627,3.147,-9.784,3.506,3.080,-9.849,3.400,-0.246,0.124,-0.902,36.723
'0:56.699',-59.982,1307.686,-30.613,17.043,11.361,3.134,-9.869,3.455,3.080,-9.926,3.438,-0.246,0.124,-0.902,36.727
'0:56.703',-30.598,1360.445,-29.572,17.739,9.791,3.072,-9.952,3.417,3.042,-9.964,3.398,-0.265,0.130,-0.875,36.731
'0:56.707',-3.364,1321.600,-28.519,18.136,8.617,3.060,-9.989,3.368,3.042,-10.042,3.398,-0.251,0.130,-0.846,36.735
'0:56.711',-7.964,1354.583,-27.287,18.832,7.203,3.035,-10.013,3.318,3.004,-9.966,3.280,-0.255,0.130,-0.889,36.739
'0:56.715',-4.727,1326.014,-25.727,19.115,5.502,3.010,-10.074,3.244,2.889,-10.080,3.317,-0.256,0.123,-0.866,36.743
'0:56.719',-9.305,1304.755,-24.324,19.093,4.154,3.010,-10.063,3.208,2.966,-10.044,3.201,-0.255,0.121,-0.875,36.747
'0:56.723',16.034,1325.272,-23.178,18.962,2.436,2.973,-10.087,3.147,2.928,-10.083,3.161,-0.241,0.121,-0.898,36.751
'0:56.727',26.020,1350.910,-21.546,18.802,1.087,2.924,-10.111,3.110,2.852,-10.044,3.121,-0.241,0.121,-0.898,36.755
'0:56.730',24.657,1334.807,-20.155,18.159,-0.544,2.887,-10.099,3.061,2.929,-10.085,3.044,-0.244,0.119,-0.871,36.758
'0:56.734',30.066,1305.496,-18.802,17.547,-2.227,2.875,-10.100,3.000,2.968,-10.126,3.005,-0.246,0.123,-0.856,36.762
'0:56.738',39.754,1289.393,-17.221,16.775,-3.823,2.850,-10.136,2.950,2.776,-10.123,2.963,-0.241,0.112,-0.896,36.766
'0:56.742',45.972,1337.738,-15.753,15.803,-5.546,2.825,-10.197,2.888,2.891,-10.202,3.003,-0.249,0.119,-0.889,36.770
'0:56.746',56.469,1293.772,-14.372,14.503,-7.490,2.825,-10.246,2.851,2.776,-10.241,2.884,-0.242,0.121,-0.877,36.774
'0:56.750',41.926,1281.306,-13.083,13.287,-8.982,2.836,-10.355,2.777,2.777,-10.397,2.844,-0.242,0.121,-0.898,36.778
'0:56.754',33.302,1327.462,-11.798,11.573,-10.726,2.823,-10.416,2.740,2.855,-10.363,2.689,-0.239,0.123,-0.898,36.782
'0:56.758',25.466,1290.099,-9.045,7.726,-14.071,2.810,-10.476,2.702,2.817,-10.441,2.649,-0.249,0.123,-0.887,36.786
'0:56.762',43.800,1287.910,-7.670,5.683,-15.258,2.773,-10.476,2.701,2.739,-10.439,2.686,-0.253,0.123,-0.864,36.790
'0:56.766',37.071,1310.617,-6.279,3.580,-16.750,2.785,-10.488,2.701,2.739,-10.439,2.686,-0.255,0.121,-0.856,36.794
'0:56.770',41.372,1281.306,-4.755,1.683,-18.268,2.761,-10.439,2.726,2.738,-10.436,2.804,-0.260,0.112,-0.910,36.798
'0:56.773',35.176,1271.065,-3.208,0.031,-19.765,2.798,-10.403,2.739,2.777,-10.438,2.726,-0.256,0.121,-0.885,36.801
'0:56.777',26.829,1270.323,-1.696,-1.155,-21.117,2.824,-10.344,2.753,2.739,-10.321,2.766,-0.256,0.121,-0.885,36.805
'0:56.781',27.362,1299.634,-0.369,-2.417,-22.722,2.861,-10.296,2.766,2.816,-10.205,2.807,-0.244,0.116,-0.877,36.809
'0:56.785',35.176,1280.600,0.971,-3.312,-24.236,2.874,-10.164,2.805,2.776,-10.203,2.884,-0.263,0.116,-0.906,36.813
'0:56.789',39.754,1251.995,2.470,-3.932,-25.450,2.937,-10.045,2.808,2.853,-10.048,2.887,-0.262,0.119,-0.885,36.817
'0:56.793',35.453,1254.220,3.857,-4.238,-27.181,2.951,-9.912,2.847,2.931,-9.896,2.811,-0.281,0.121,-0.871,36.821
'0:56.797',28.448,1255.668,4.895,-4.720,-28.529,2.965,-9.744,2.850,2.893,-9.741,2.773,-0.274,0.126,-0.843,36.825
'0:56.801',27.894,1293.772,6.292,-5.010,-30.169,2.954,-9.576,2.853,2.932,-9.703,2.735,-0.272,0.126,-0.846,36.829
'0:56.805',33.835,1268.134,7.339,-5.087,-31.617,2.932,-9.395,2.856,2.854,-9.349,2.892,-0.272,0.126,-0.846,36.833
'0:56.809',38.413,1257.151,8.641,-5.071,-33.253,2.909,-9.226,2.871,2.931,-9.391,2.815,-0.281,0.123,-0.864,36.837
'0:56.813',20.079,1280.600,9.850,-4.743,-34.754,2.899,-9.069,2.861,2.740,-9.038,2.815,-0.279,0.117,-0.864,36.840
'0:56.816',14.692,1313.548,10.887,-4.207,-36.424,2.876,-8.888,2.877,2.818,-8.848,2.701,-0.272,0.121,-0.839,36.844
'0:56.820',12.542,1285.720,12.036,-3.106,-37.790,2.841,-8.707,2.891,2.893,-8.767,2.898,-0.277,0.126,-0.831,36.848
'0:56.824',31.407,1351.652,12.953,-1.752,-39.177,2.831,-8.563,2.894,2.778,-8.533,2.897,-0.276,0.135,-0.879,36.852
'0:56.828',50.826,1320.152,14.204,-0.337,-40.808,2.796,-8.393,2.884,2.778,-8.377,2.899,-0.276,0.135,-0.879,36.856
'0:56.832',50.826,1366.307,15.174,1.400,-42.213,2.773,-8.249,2.887,2.778,-8.182,2.940,-0.277,0.123,-0.877,36.860
'0:56.836',63.751,1406.601,16.323,3.389,-43.775,2.750,-8.117,2.864,2.702,-8.143,2.900,-0.284,0.131,-0.879,36.864
'0:56.840',77.230,1378.032,17.065,5.813,-45.219,2.739,-8.021,2.830,2.702,-8.029,2.783,-0.277,0.133,-0.875,36.868
'0:56.844',78.848,1405.859,17.800,8.001,-46.758,2.740,-7.962,2.782,2.664,-7.951,2.744,-0.291,0.133,-0.864,36.872
'0:56.848',67.542,1449.826,18.325,10.755,-48.111,2.739,-7.987,2.709,2.779,-7.991,2.785,-0.295,0.139,-0.848,36.876
'0:56.852',84.257,1427.119,18.923,13.401,-49.481,2.763,-8.061,2.648,2.819,-8.149,2.667,-0.295,0.139,-0.871,36.880
'0:56.855',95.308,1481.326,19.051,16.117,-50.512,2.786,-8.207,2.549,2.781,-8.152,2.510,-0.295,0.139,-0.871,36.883
'0:56.859',91.517,1472.533,19.146,18.940,-51.613,2.821,-8.366,2.486,2.705,-8.345,2.468,-0.298,0.130,-0.883,36.887
'0:56.863',94.499,1463.739,18.942,21.448,-52.291,2.843,-8.560,2.422,2.781,-8.618,2.506,-0.312,0.146,-0.860,36.891
'0:56.867',99.609,1464.481,18.742,24.133,-52.578,2.879,-8.706,2.359,2.897,-8.777,2.390,-0.305,0.144,-0.835,36.895
'0:56.871',100.162,1471.791,18.420,26.642,-53.170,2.938,-8.900,2.332,2.975,-8.937,2.234,-0.316,0.146,-0.875,36.899
'0:56.875',95.563,1470.343,17.758,29.067,-53.492,2.973,-9.070,2.294,2.937,-9.053,2.232,-0.316,0.151,-0.850,36.903
'0:56.879',92.071,1461.550,17.284,31.568,-53.600,3.045,-9.228,2.280,2.975,-9.326,2.192,-0.316,0.151,-0.850,36.907
'0:56.883',109.318,1463.739,16.339,33.909,-53.470,3.080,-9.385,2.277,3.014,-9.367,2.114,-0.314,0.149,-0.848,36.911
'0:56.887',97.735,1465.929,15.512,36.854,-53.118,3.139,-9.554,2.299,3.051,-9.636,2.269,-0.326,0.153,-0.835,36.915
'0:56.891',115.515,1441.739,14.270,39.317,-52.883,3.186,-9.723,2.321,3.167,-9.756,2.192,-0.325,0.158,-0.833,36.919
'0:56.895',111.746,1456.394,13.491,42.270,-52.752,3.245,-9.891,2.404,3.127,-9.868,2.424,-0.311,0.170,-0.789,36.923
'0:56.898',108.233,1383.894,12.370,45.475,-52.117,3.305,-10.059,2.474,3.279,-10.140,2.542,-0.328,0.158,-0.843,36.926
'0:56.902',93.689,1389.014,11.635,49.338,-51.400,3.363,-10.276,2.544,3.356,-10.180,2.543,-0.333,0.162,-0.812,36.930
'0:56.906',97.991,1348.721,10.611,53.032,-51.104,3.410,-10.480,2.613,3.357,-10.454,2.462,-0.333,0.162,-0.812,36.934
'0:56.910',113.896,1358.256,9.688,57.063,-50.125,3.482,-10.660,2.708,3.354,-10.759,2.733,-0.325,0.178,-0.869,36.938
'0:56.914',109.595,1294.514,8.952,61.370,-49.451,3.492,-10.852,2.765,3.431,-10.799,2.734,-0.337,0.172,-0.827,36.942
'0:56.918',107.700,1304.013,8.173,65.776,-48.733,3.564,-10.972,2.837,3.507,-11.071,2.812,-0.337,0.185,-0.806,36.946
'0:56.922',94.754,1246.875,7.718,70.243,-48.172,3.672,-11.118,2.859,3.660,-11.071,2.932,-0.328,0.181,-0.797,36.950
'0:56.926',98.267,1258.599,7.584,76.339,-47.481,3.769,-11.227,2.932,3.699,-11.266,2.930,-0.330,0.199,-0.827,36.954
'0:56.930',97.181,1249.806,7.183,82.444,-47.302,3.756,-11.335,2.905,3.699,-11.308,2.774,-0.346,0.185,-0.810,36.958
'0:56.934',77.507,1182.426,6.425,86.719,-46.667,3.730,-11.432,2.855,3.699,-11.463,2.812,-0.346,0.185,-0.810,36.962
'0:56.938',76.165,1183.133,5.283,91.210,-45.506,3.704,-11.566,2.719,3.700,-11.542,2.694,-0.321,0.201,-0.829,36.965
'0:56.941',62.410,1198.530,5.073,93.512,-44.575,3.876,-11.595,2.660,3.931,-11.624,2.658,-0.337,0.193,-0.827,36.969
'0:56.945',49.741,1167.771,5.904,104.649,-44.705,3.801,-11.666,2.646,3.855,-11.625,2.579,-0.333,0.204,-0.787,36.973
'0:56.949',33.558,1161.167,4.640,115.343,-46.576,3.752,-11.678,2.585,3.777,-11.661,2.655,-0.347,0.215,-0.808,36.977
'0:56.953',29.789,1178.754,4.484,120.453,-45.114,3.629,-11.737,2.509,3.509,-11.816,2.415,-0.330,0.225,-0.779,36.981
'0:56.957',26.552,1150.184,4.249,122.992,-44.418,3.382,-11.927,2.345,3.203,-11.853,2.254,-0.330,0.225,-0.779,36.985
'0:56.961',28.171,1154.563,4.376,125.807,-44.697,3.370,-11.929,2.224,3.242,-11.971,2.214,-0.344,0.220,-0.816,36.989
'0:56.965',16.587,1117.942,5.872,130.343,-45.088,3.297,-11.902,2.247,3.241,-11.814,2.293,-0.332,0.231,-0.789,36.993
'0:56.969',17.929,1147.253,6.053,132.072,-45.963,3.285,-11.865,2.296,3.242,-11.892,2.254,-0.321,0.232,-0.831,36.997
'0:56.973',-1.214,1156.047,6.250,132.714,-46.215,3.249,-11.805,2.236,3.164,-11.813,2.253,-0.337,0.229,-0.787,37.001
'0:56.977',-4.727,1109.149,8.074,135.896,-45.723,3.225,-11.758,2.188,3.242,-11.700,2.177,-0.337,0.243,-0.797,37.005
'0:56.980',-20.079,1129.667,8.987,134.642,-46.980,3.031,-11.623,2.079,3.090,-11.623,1.980,-0.319,0.250,-0.777,37.008
'0:56.984',-16.310,1165.581,10.225,134.803,-46.297,2.984,-11.442,2.045,2.859,-11.423,2.056,-0.319,0.250,-0.777,37.012
'0:56.988',-30.875,1137.012,11.546,134.336,-46.654,2.900,-11.238,1.976,2.821,-11.269,1.978,-0.318,0.247,-0.814,37.016
'0:56.992',-33.026,1127.477,13.246,136.294,-47.154,2.888,-11.236,2.036,2.897,-11.191,2.097,-0.332,0.254,-0.779,37.020
'0:56.996',-21.165,1153.115,16.193,141.740,-49.703,2.818,-10.938,1.834,2.860,-10.959,1.981,-0.318,0.257,-0.833,37.024
'0:57.000',-37.071,1155.305,18.277,141.771,-50.390,2.675,-10.562,1.827,2.515,-10.608,1.783,-0.321,0.259,-0.795,37.028
'0:57.004',-48.122,1193.409,18.341,139.178,-49.607,2.554,-10.464,1.791,2.438,-10.487,1.900,-0.311,0.271,-0.764,37.032
'0:57.008',-29.789,1223.426,21.380,143.538,-50.908,2.249,-10.364,1.595,2.401,-10.375,1.666,-0.311,0.271,-0.764,37.036
'0:57.012',-33.835,1255.668,23.175,138.589,-52.691,2.143,-9.943,1.516,2.134,-9.946,1.509,-0.318,0.278,-0.764,37.040
'0:57.016',-52.977,1266.651,24.970,137.648,-52.130,2.010,-9.771,1.529,2.095,-9.829,1.509,-0.302,0.278,-0.789,37.044
'0:57.020',-51.359,1297.445,26.552,134.611,-53.261,1.840,-9.722,1.395,1.828,-9.674,1.271,-0.304,0.286,-0.768,37.048
'0:57.023',-48.122,1272.513,28.595,130.160,-54.427,1.854,-9.568,1.313,1.828,-9.636,1.193,-0.290,0.296,-0.772,37.051
'0:57.027',-47.313,1318.669,31.198,127.589,-55.562,1.769,-9.433,1.314,1.751,-9.516,1.310,-0.290,0.287,-0.781,37.055
'0:57.031',-34.367,1353.100,32.891,123.375,-56.954,1.759,-9.289,1.305,1.752,-9.207,1.234,-0.300,0.303,-0.751,37.059
'0:57.035',-37.071,1380.963,34.839,119.466,-57.633,1.747,-9.217,1.269,1.676,-9.246,1.116,-0.300,0.303,-0.751,37.063
'0:57.039',-35.453,1401.480,36.160,114.570,-57.537,1.662,-9.192,1.220,1.636,-9.243,1.271,-0.311,0.307,-0.760,37.067
'0:57.043',-31.407,1397.066,37.729,109.331,-57.793,1.614,-9.120,1.172,1.561,-9.207,1.036,-0.291,0.310,-0.758,37.071
'0:57.047',-30.598,1410.980,39.501,105.009,-58.241,1.455,-9.116,1.183,1.407,-9.165,1.073,-0.302,0.303,-0.772,37.075
'0:57.051',-33.558,1476.205,40.717,98.140,-58.455,1.419,-9.020,1.135,1.369,-9.049,1.034,-0.286,0.312,-0.739,37.079
'0:57.055',-36.262,1480.584,42.639,93.917,-58.268,1.309,-9.030,1.134,1.331,-8.973,0.917,-0.291,0.312,-0.783,37.083
'0:57.059',-35.176,1458.619,43.839,87.943,-58.629,1.248,-8.945,1.098,1.177,-8.852,0.993,-0.291,0.314,-0.733,37.087
'0:57.063',-31.940,1500.360,45.290,80.394,-58.520,1.249,-8.909,1.099,1.253,-8.891,1.072,-0.304,0.314,-0.733,37.090
'0:57.066',-46.504,1520.136,46.509,74.963,-58.250,1.237,-8.897,1.062,1.215,-8.929,1.071,-0.305,0.321,-0.739,37.094
'0:57.070',-32.749,1504.774,47.840,69.042,-58.581,1.298,-8.850,1.076,1.215,-8.929,1.071,-0.291,0.323,-0.726,37.098
'0:57.074',-36.539,1552.378,48.661,63.535,-58.450,1.348,-8.827,1.089,1.215,-8.929,1.071,-0.304,0.321,-0.749,37.102
'0:57.078',-35.985,1528.188,49.323,58.884,-58.194,1.385,-8.816,1.090,1.408,-8.934,0.997,-0.307,0.321,-0.716,37.106
'0:57.082',-32.216,1517.205,49.711,53.292,-57.750,1.421,-8.817,1.090,1.485,-8.859,0.920,-0.298,0.328,-0.766,37.110
'0:57.086',-30.066,1564.102,50.526,48.366,-57.328,1.434,-8.805,1.103,1.407,-8.817,1.037,-0.298,0.328,-0.766,37.114
'0:57.090',-32.216,1547.999,50.933,44.075,-57.063,1.459,-8.745,1.116,1.369,-8.817,0.997,-0.309,0.323,-0.737,37.118
'0:57.094',-35.453,1543.585,51.522,39.439,-56.998,1.509,-8.661,1.155,1.408,-8.739,1.037,-0.304,0.332,-0.687,37.122
'0:57.098',-35.453,1538.464,51.955,36.028,-56.654,1.583,-8.602,1.205,1.522,-8.582,1.197,-0.323,0.326,-0.682,37.126
'0:57.102',-32.493,1567.775,51.970,32.938,-56.410,1.681,-8.567,1.244,1.521,-8.620,1.236,-0.305,0.333,-0.724,37.130
'0:57.105',-30.598,1531.119,52.216,30.673,-55.823,1.767,-8.568,1.293,1.752,-8.584,1.318,-0.325,0.326,-0.701,37.133
'0:57.109',-31.940,1560.430,52.212,28.662,-55.867,1.779,-8.569,1.293,1.714,-8.586,1.200,-0.311,0.332,-0.695,37.137
'0:57.113',-34.644,1583.878,51.862,25.931,-55.192,1.743,-8.520,1.282,1.674,-8.582,1.355,-0.311,0.332,-0.695,37.141
'0:57.117',-35.176,1539.206,51.468,23.147,-54.288,1.731,-8.484,1.282,1.714,-8.507,1.240,-0.325,0.325,-0.716,37.145
'0:57.121',-32.749,1556.051,51.429,20.278,-53.470,1.769,-8.388,1.297,1.753,-8.352,1.241,-0.330,0.335,-0.672,37.149
'0:57.125',-30.875,1581.689,51.445,18.626,-53.152,1.868,-8.281,1.360,1.752,-8.273,1.320,-0.333,0.335,-0.680,37.153
'0:57.129',-31.684,1579.499,51.159,17.471,-52.848,1.942,-8.246,1.386,1.868,-8.314,1.322,-0.325,0.337,-0.701,37.157
'0:57.133',-33.835,1564.844,50.787,16.545,-52.443,2.015,-8.235,1.412,1.906,-8.276,1.323,-0.344,0.328,-0.701,37.161
'0:57.137',-19.270,1563.361,50.185,15.780,-52.139,2.052,-8.261,1.400,1.944,-8.353,1.362,-0.344,0.328,-0.701,37.165
'0:57.141',-17.929,1586.068,49.084,14.273,-50.760,2.052,-8.237,1.376,1.982,-8.314,1.402,-0.330,0.337,-0.657,37.169
'0:57.145',-15.225,1617.568,48.311,13.669,-50.134,2.027,-8.237,1.364,1.982,-8.237,1.363,-0.346,0.333,-0.705,37.173
'0:57.148',-14.692,1570.706,48.066,13.532,-49.268,2.065,-8.189,1.377,1.945,-8.277,1.284,-0.361,0.333,-0.655,37.176
'0:57.152',-16.843,1610.258,47.563,13.730,-49.042,2.102,-8.154,1.366,2.021,-8.200,1.325,-0.365,0.339,-0.657,37.180
'0:57.156',-18.461,1577.275,46.948,14.006,-48.537,2.114,-8.130,1.379,2.097,-8.239,1.404,-0.354,0.342,-0.639,37.184
'0:57.160',-17.929,1632.224,46.407,14.281,-47.824,2.139,-8.095,1.380,2.022,-8.123,1.287,-0.352,0.339,-0.674,37.188
'0:57.164',-15.778,1604.396,45.564,14.625,-47.172,2.127,-8.095,1.355,2.061,-8.125,1.248,-0.352,0.339,-0.674,37.192
'0:57.168',-14.969,1625.655,44.940,15.283,-46.567,2.115,-8.047,1.344,2.021,-8.121,1.404,-0.368,0.339,-0.634,37.196
'0:57.172',-16.310,1591.224,44.164,15.979,-45.941,2.103,-8.046,1.344,2.022,-8.045,1.288,-0.365,0.342,-0.695,37.200
'0:57.176',-17.929,1624.172,43.515,16.660,-45.475,2.092,-7.998,1.369,2.022,-8.045,1.288,-0.387,0.332,-0.641,37.204
'0:57.180',-17.652,1586.809,43.155,17.907,-44.862,2.067,-7.985,1.357,2.022,-7.967,1.327,-0.380,0.349,-0.611,37.208
'0:57.184',-31.407,1634.413,42.327,18.947,-44.366,2.067,-8.010,1.344,2.022,-8.084,1.326,-0.377,0.337,-0.607,37.212
'0:57.188',-30.066,1580.947,41.930,20.087,-43.818,2.067,-8.010,1.332,1.983,-8.083,1.326,-0.377,0.355,-0.651,37.215
'0:57.191',-16.587,1627.103,41.217,21.097,-43.261,2.054,-8.033,1.331,1.982,-7.965,1.404,-0.380,0.355,-0.651,37.219
'0:57.195',-19.547,1589.741,40.275,21.923,-42.596,2.066,-8.070,1.331,2.060,-8.085,1.288,-0.394,0.346,-0.630,37.223
'0:57.199',-18.206,1605.844,39.839,22.833,-41.643,2.016,-8.165,1.304,2.022,-8.161,1.326,-0.380,0.355,-0.666,37.227
'0:57.203',-30.321,1597.792,39.139,23.254,-41.161,1.991,-8.249,1.302,1.983,-8.316,1.285,-0.403,0.340,-0.641,37.231
'0:57.207',-13.351,1561.171,38.464,23.797,-40.434,1.941,-8.332,1.288,1.868,-8.393,1.243,-0.405,0.364,-0.603,37.235
'0:57.211',-32.493,1581.689,37.773,23.659,-39.503,1.915,-8.452,1.249,1.868,-8.432,1.242,-0.410,0.358,-0.614,37.239
'0:57.215',-34.644,1558.240,37.414,23.889,-38.629,1.889,-8.560,1.235,1.792,-8.627,1.123,-0.410,0.358,-0.614,37.243
'0:57.219',-18.461,1541.395,37.124,23.521,-37.759,1.839,-8.667,1.232,1.753,-8.780,1.199,-0.424,0.351,-0.584,37.247
'0:57.223',-16.310,1557.499,36.462,23.055,-36.780,1.838,-8.775,1.230,1.753,-8.820,1.160,-0.417,0.348,-0.593,37.251
'0:57.227',-14.415,1539.206,36.131,22.481,-35.993,1.824,-8.907,1.240,1.714,-8.974,1.157,-0.405,0.371,-0.595,37.255
'0:57.230',-15.225,1500.360,35.679,21.777,-34.888,1.798,-9.051,1.237,1.753,-9.092,1.118,-0.424,0.356,-0.588,37.258
'0:57.234',-2.023,1517.947,35.186,20.752,-33.849,1.760,-9.206,1.234,1.637,-9.244,1.193,-0.431,0.351,-0.590,37.262
'0:57.238',-3.109,1501.102,35.059,19.636,-32.927,1.722,-9.338,1.218,1.636,-9.243,1.271,-0.431,0.364,-0.595,37.266
'0:57.242',-0.405,1475.464,34.479,18.167,-31.744,1.684,-9.469,1.203,1.637,-9.480,1.074,-0.431,0.364,-0.595,37.270
'0:57.246',2.300,1452.757,34.403,16.721,-30.700,1.670,-9.566,1.177,1.599,-9.635,1.033,-0.414,0.362,-0.565,37.274
'0:57.250',1.491,1434.429,33.980,14.970,-29.791,1.657,-9.650,1.163,1.599,-9.635,1.033,-0.429,0.364,-0.620,37.278
'0:57.254',14.160,1432.239,33.700,13.034,-28.594,1.632,-9.722,1.125,1.599,-9.712,1.072,-0.415,0.369,-0.570,37.282
'0:57.258',12.542,1402.187,33.607,11.015,-27.690,1.619,-9.794,1.112,1.599,-9.829,1.071,-0.428,0.376,-0.630,37.286
'0:57.262',15.225,1381.669,33.397,8.735,-26.772,1.581,-9.854,1.074,1.406,-9.902,1.106,-0.440,0.362,-0.588,37.290
'0:57.266',18.461,1376.549,32.891,6.196,-25.772,1.593,-9.879,1.050,1.484,-9.907,0.951,-0.440,0.362,-0.588,37.294
'0:57.270',33.558,1323.824,32.379,3.557,-24.967,1.556,-9.903,1.012,1.483,-9.943,1.068,-0.436,0.376,-0.559,37.298
'0:57.273',29.789,1308.427,32.054,0.627,-23.884,1.556,-9.903,1.012,1.446,-9.908,0.834,-0.436,0.372,-0.563,37.301
'0:57.277',28.980,1281.306,31.672,-2.501,-23.271,1.532,-9.902,1.012,1.407,-9.983,0.949,-0.431,0.372,-0.595,37.305
'0:57.281',47.036,1287.910,31.179,-5.408,-22.509,1.520,-9.890,0.988,1.445,-9.983,0.989,-0.438,0.378,-0.563,37.309
'0:57.285',33.835,1289.393,30.552,-8.521,-21.722,1.471,-9.853,1.024,1.369,-9.829,0.832,-0.433,0.378,-0.609,37.313
'0:57.289',49.741,1257.151,30.173,-11.413,-20.813,1.423,-9.827,1.048,1.254,-9.866,0.830,-0.456,0.367,-0.588,37.317
'0:57.293',46.227,1261.530,29.422,-14.304,-20.178,1.411,-9.778,1.085,1.291,-9.786,0.988,-0.456,0.367,-0.588,37.321
'0:57.297',44.886,1241.754,28.725,-17.241,-19.743,1.387,-9.741,1.122,1.291,-9.746,1.066,-0.454,0.379,-0.555,37.325
'0:57.301',47.036,1249.099,28.089,-19.574,-18.973,1.399,-9.716,1.171,1.291,-9.746,1.066,-0.457,0.374,-0.557,37.329
'0:57.305',49.741,1236.634,27.341,-22.076,-18.477,1.399,-9.739,1.219,1.329,-9.707,1.106,-0.450,0.383,-0.584,37.333
'0:57.309',49.464,1264.461,26.584,-24.263,-17.742,1.435,-9.799,1.255,1.290,-9.821,1.222,-0.464,0.374,-0.574,37.337
'0:57.313',46.504,1219.789,25.581,-26.267,-17.046,1.483,-9.896,1.302,1.443,-9.979,1.223,-0.445,0.383,-0.549,37.340
'0:57.316',45.163,1264.461,24.079,-27.935,-16.289,1.542,-10.016,1.349,1.481,-10.133,1.301,-0.445,0.372,-0.586,37.344
'0:57.320',46.504,1214.633,23.019,-29.419,-15.263,1.590,-10.137,1.396,1.557,-10.211,1.340,-0.461,0.372,-0.586,37.348
'0:57.324',48.931,1265.944,21.514,-30.528,-13.919,1.601,-10.257,1.418,1.518,-10.248,1.418,-0.477,0.376,-0.542,37.352
'0:57.328',48.931,1214.633,20.047,-31.668,-12.231,1.637,-10.365,1.465,1.440,-10.438,1.532,-0.470,0.379,-0.557,37.356
'0:57.332',46.781,1222.720,16.660,-33.029,-9.086,1.623,-10.461,1.475,1.595,-10.442,1.495,-0.459,0.381,-0.565,37.360
'0:57.336',45.163,1230.771,14.710,-33.481,-7.355,1.660,-10.496,1.536,1.595,-10.520,1.456,-0.470,0.376,-0.568,37.364
'0:57.340',15.501,1269.582,12.876,-33.947,-5.354,1.671,-10.568,1.546,1.517,-10.479,1.494,-0.457,0.381,-0.538,37.368
'0:57.344',-12.797,1257.151,10.840,-34.162,-3.462,1.708,-10.568,1.595,1.671,-10.560,1.496,-0.457,0.381,-0.538,37.372
'0:57.348',-28.703,1262.272,8.943,-34.506,-1.457,1.745,-10.521,1.621,1.555,-10.478,1.612,-0.466,0.388,-0.595,37.376
'0:57.352',-49.208,1214.633,6.562,-34.513,0.713,1.758,-10.484,1.670,1.632,-10.442,1.535,-0.478,0.378,-0.553,37.380
'0:57.355',-52.700,1227.840,4.239,-34.743,2.371,1.794,-10.484,1.707,1.747,-10.480,1.654,-0.478,0.379,-0.536,37.383
'0:57.359',-66.732,1249.806,1.747,-34.490,4.454,1.843,-10.533,1.743,1.785,-10.597,1.693,-0.463,0.376,-0.519,37.387
'0:57.363',-62.410,1218.305,-1.162,-34.559,6.685,1.927,-10.642,1.779,1.785,-10.674,1.731,-0.473,0.383,-0.563,37.391
'0:57.367',-61.878,1225.651,-3.784,-34.498,9.221,2.011,-10.788,1.765,1.862,-10.753,1.693,-0.489,0.374,-0.536,37.395
'0:57.371',-65.370,1268.134,-6.629,-34.743,11.722,2.071,-10.957,1.787,1.938,-10.946,1.809,-0.489,0.374,-0.536,37.399
'0:57.375',-52.700,1254.926,-9.723,-35.079,14.641,2.106,-11.054,1.798,1.975,-11.140,1.887,-0.475,0.376,-0.555,37.403
'0:57.379',-51.636,1249.806,-12.829,-35.278,17.629,2.118,-11.114,1.821,2.015,-11.103,1.810,-0.489,0.364,-0.572,37.407
'0:57.383',-47.036,1251.995,-15.512,-35.967,20.665,2.155,-11.042,1.860,1.976,-11.103,1.770,-0.478,0.378,-0.534,37.411
'0:57.387',-29.512,1254.926,-18.290,-36.441,23.571,2.132,-10.933,1.898,2.052,-10.908,1.890,-0.487,0.372,-0.542,37.415
'0:57.391',13.351,1273.996,-20.836,-36.655,26.172,2.159,-10.704,1.975,2.091,-10.714,1.931,-0.475,0.372,-0.576,37.419
'0:57.395',55.660,1242.496,-23.321,-36.693,28.834,2.137,-10.522,2.026,2.052,-10.478,2.049,-0.475,0.372,-0.576,37.423
'0:57.398',104.740,1249.099,-26.329,-36.816,31.035,2.139,-10.268,2.103,2.052,-10.361,2.051,-0.485,0.364,-0.563,37.426
'0:57.402',174.284,1302.565,-28.659,-37.152,33.331,2.129,-10.086,2.167,2.013,-10.127,2.091,-0.463,0.371,-0.536,37.430
